"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV3101","Bacteria","Pseudomonadota","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Pseudoxanthomonas",NA
"ASV3102","Bacteria","Gemmatimonadota","Gemmatimonadia","Gemmatimonadales","Gemmatimonadaceae",NA,NA
"ASV3103","Bacteria","Actinomycetota","Acidimicrobiia","Acidimicrobiales","Iamiaceae",NA,NA
"ASV3104","Bacteria","Planctomycetota","Planctomycetia",NA,NA,NA,NA
"ASV3105","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Geminicoccaceae",NA,NA
"ASV3106","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter","mirabilis"
"ASV3107","Bacteria","Pseudomonadota","Gammaproteobacteria","Legionellales","Coxiellaceae","Aquicella",NA
"ASV3108","Bacteria","Bacteroidota",NA,NA,NA,NA,NA
"ASV3109","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Hyphomicrobiaceae",NA,NA
"ASV3110","Bacteria",NA,NA,NA,NA,NA,NA
"ASV3111","Bacteria",NA,NA,NA,NA,NA,NA
"ASV3112","Bacteria","Pseudomonadota","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella",NA
"ASV3113","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"ASV3114","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"ASV3115","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"ASV3116","Bacteria","Chloroflexota","Tepidiformia","Tepidiformales","Tepidiformaceae","Tepidiforma",NA
"ASV3117","Bacteria","Planctomycetota","Planctomycetia","Gemmatales",NA,NA,NA
"ASV3118","Bacteria","Pseudomonadota","Deltaproteobacteria",NA,NA,NA,NA
"ASV3119","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Phyllobacteriaceae",NA,NA
"ASV3120","Bacteria","Pseudomonadota","Betaproteobacteria",NA,NA,NA,NA
"ASV3121","Bacteria","Pseudomonadota",NA,NA,NA,NA,NA
"ASV3122","Bacteria","Verrucomicrobiota","Spartobacteria",NA,NA,NA,NA
"ASV3123","Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA
"ASV3124","Bacteria","Pseudomonadota","Deltaproteobacteria","Myxococcales",NA,NA,NA
"ASV3125","Bacteria","Actinomycetota",NA,NA,NA,NA,NA
"ASV3126","Bacteria","Gemmatimonadota","Gemmatimonadia","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas",NA
"ASV3127","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae",NA,NA
"ASV3128","Bacteria","Pseudomonadota","Betaproteobacteria",NA,NA,NA,NA
"ASV3129","Bacteria","Pseudomonadota",NA,NA,NA,NA,NA
"ASV3130","Bacteria","Acidobacteriota","Acidobacteria_Gp17","Gp17",NA,NA,NA
"ASV3131","Bacteria","Pseudomonadota","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter",NA
"ASV3132","Bacteria",NA,NA,NA,NA,NA,NA
"ASV3133","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"ASV3134","Bacteria","Pseudomonadota","Deltaproteobacteria","Myxococcales","Polyangiaceae",NA,NA
"ASV3135","Bacteria","Acidobacteriota","Acidobacteria_Gp17","Gp17",NA,NA,NA
"ASV3136","Bacteria","Acidobacteriota","Acidobacteria_Gp15","Gp15",NA,NA,NA
"ASV3137","Bacteria","Acidobacteriota","Acidobacteria_Gp2","Gp2",NA,NA,NA
"ASV3138","Bacteria","Planctomycetota","Planctomycetia",NA,NA,NA,NA
"ASV3139","Bacteria","Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",NA
"ASV3140","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Lacipirellulaceae",NA,NA
"ASV3141","Bacteria","Pseudomonadota","Deltaproteobacteria","Myxococcales",NA,NA,NA
"ASV3142","Bacteria","Planctomycetota","Phycisphaerae",NA,NA,NA,NA
"ASV3143","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides",NA
"ASV3144","Bacteria",NA,NA,NA,NA,NA,NA
"ASV3145","Bacteria","Verrucomicrobiota","Subdivision3",NA,NA,NA,NA
"ASV3146","Bacteria","Bacteroidota","Chitinophagia","Chitinophagales","Chitinophagaceae",NA,NA
"ASV3147","Bacteria","Planctomycetota","Planctomycetia","Gemmatales","Gemmataceae",NA,NA
"ASV3148","Bacteria","Pseudomonadota","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","maltophilia"
"ASV3149","Bacteria",NA,NA,NA,NA,NA,NA
"ASV3150","Bacteria","Pseudomonadota","Deltaproteobacteria","Myxococcales","Archangiaceae",NA,NA
"ASV3151","Bacteria","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae",NA,NA
"ASV3152","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales",NA,NA,NA
"ASV3153","Bacteria","Gemmatimonadota","Gemmatimonadia","Gemmatimonadales","Gemmatimonadaceae",NA,NA
"ASV3154","Bacteria",NA,NA,NA,NA,NA,NA
"ASV3155","Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA
"ASV3156","Bacteria","Verrucomicrobiota","Spartobacteria",NA,NA,NA,NA
"ASV3158","Bacteria","Acidobacteriota","Acidobacteria_Gp13","Gp13",NA,NA,NA
"ASV3159","Bacteria","Planctomycetota","Planctomycetia","Gemmatales",NA,NA,NA
"ASV3160","Bacteria","Planctomycetota","Planctomycetia",NA,NA,NA,NA
"ASV3161","Bacteria","Gemmatimonadota","Gemmatimonadia","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas",NA
"ASV3162","Bacteria","Planctomycetota","Planctomycetia","Gemmatales","Gemmataceae","Fimbriiglobus",NA
"ASV3163","Bacteria",NA,NA,NA,NA,NA,NA
"ASV3164","Bacteria",NA,NA,NA,NA,NA,NA
"ASV3165","Bacteria",NA,NA,NA,NA,NA,NA
"ASV3166","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA,NA
"ASV3167","Bacteria","Bacteroidota","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium",NA
"ASV3168","Bacteria","Pseudomonadota",NA,NA,NA,NA,NA
"ASV3169","Bacteria",NA,NA,NA,NA,NA,NA
"ASV3170","Bacteria","Bacillota","Erysipelotrichia","Erysipelotrichales","Turicibacteraceae","Turicibacter",NA
"ASV3172","Bacteria","Verrucomicrobiota","Spartobacteria",NA,NA,NA,NA
"ASV3173","Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA
"ASV3174","Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA
"ASV3175","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae",NA,NA
"ASV3176","Bacteria",NA,NA,NA,NA,NA,NA
"ASV3177","Bacteria","Pseudomonadota","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae",NA,NA
"ASV3178","Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA
"ASV3179","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Hypericibacter",NA
"ASV3180","Bacteria","Chloroflexota","Ktedonobacteria","Ktedonobacterales",NA,NA,NA
"ASV3181","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Beijerinckiaceae",NA,NA
"ASV3182","Bacteria",NA,NA,NA,NA,NA,NA
"ASV3183","Bacteria","Planctomycetota","Planctomycetia","Gemmatales","Gemmataceae",NA,NA
"ASV3184","Bacteria",NA,NA,NA,NA,NA,NA
"ASV3185","Bacteria","Planctomycetota","Planctomycetia",NA,NA,NA,NA
"ASV3186","Bacteria","Pseudomonadota","Deltaproteobacteria",NA,NA,NA,NA
"ASV3187","Bacteria",NA,NA,NA,NA,NA,NA
"ASV3188","Bacteria","Pseudomonadota","Deltaproteobacteria","Myxococcales",NA,NA,NA
"ASV3189","Bacteria","Planctomycetota","Planctomycetia","Pirellulales",NA,NA,NA
"ASV3190","Bacteria",NA,NA,NA,NA,NA,NA
"ASV3191","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae",NA,NA
"ASV3192","Bacteria","Planctomycetota","Planctomycetia",NA,NA,NA,NA
"ASV3193","Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA
"ASV3194","Bacteria","Actinomycetota","Thermoleophilia",NA,NA,NA,NA
"ASV3195","Bacteria","Planctomycetota","Planctomycetia","Gemmatales","Gemmataceae",NA,NA
"ASV3196","Bacteria","Bacteroidota","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae",NA,NA
"ASV3197","Bacteria",NA,NA,NA,NA,NA,NA
"ASV3198","Bacteria","Armatimonadota","Armatimonadetes_gp4",NA,NA,NA,NA
"ASV3199","Bacteria","Bacteroidota",NA,NA,NA,NA,NA
"ASV3200","Bacteria",NA,NA,NA,NA,NA,NA
"ASV3201","Bacteria","Planctomycetota","Planctomycetia","Gemmatales","Gemmataceae","Zavarzinella",NA
"ASV3202","Bacteria","Planctomycetota","Planctomycetia","Gemmatales",NA,NA,NA
"ASV3203","Bacteria","Planctomycetota","Planctomycetia","Gemmatales","Gemmataceae",NA,NA
"ASV3204","Bacteria","Actinomycetota","Actinobacteria","Kineosporiales","Kineosporiaceae","Angustibacter",NA
"ASV3205","Bacteria","Bacillota","Bacilli","Caryophanales","Alicyclobacillaceae","Alicyclobacillus",NA
"ASV3206","Bacteria","Acidobacteriota","Acidobacteria_Gp17","Gp17",NA,NA,NA
"ASV3207","Bacteria","Pseudomonadota","Betaproteobacteria",NA,NA,NA,NA
"ASV3208","Bacteria","Chlamydiota","Chlamydiia","Chlamydiales",NA,NA,NA
"ASV3209","Bacteria","Planctomycetota","Planctomycetia",NA,NA,NA,NA
"ASV3210","Bacteria","Actinomycetota",NA,NA,NA,NA,NA
"ASV3211","Bacteria","Acidobacteriota","Acidobacteria_Gp25","Gp25",NA,NA,NA
"ASV3212","Bacteria","Pseudomonadota","Gammaproteobacteria","Xanthomonadales",NA,NA,NA
"ASV3213","Bacteria","Planctomycetota","Planctomycetia",NA,NA,NA,NA
"ASV3214","Bacteria","Actinomycetota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella",NA
"ASV3215","Bacteria","Actinomycetota","Actinobacteria","Geodermatophilales","Geodermatophilaceae","Modestobacter",NA
"ASV3216","Bacteria",NA,NA,NA,NA,NA,NA
"ASV3217","Bacteria","Pseudomonadota","Deltaproteobacteria","Myxococcales",NA,NA,NA
"ASV3218","Bacteria","Pseudomonadota","Deltaproteobacteria","Myxococcales",NA,NA,NA
"ASV3219","Bacteria","Planctomycetota","Planctomycetia","Gemmatales","Gemmataceae",NA,NA
"ASV3220","Bacteria","Pseudomonadota","Deltaproteobacteria","Myxococcales",NA,NA,NA
"ASV3221","Bacteria","Actinomycetota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella",NA
"ASV3222","Bacteria","Acidobacteriota","Acidobacteria_Gp10","Gp10",NA,NA,NA
"ASV3223","Bacteria","Pseudomonadota",NA,NA,NA,NA,NA
"ASV3224","Bacteria","Armatimonadota","Chthonomonadia","Chthonomonadales","Chthonomonadaceae","Chthonomonas",NA
"ASV3225","Bacteria","Acidobacteriota","Acidobacteria_Gp25","Gp25",NA,NA,NA
"ASV3226","Bacteria","Gemmatimonadota","Gemmatimonadia","Gemmatimonadales","Gemmatimonadaceae",NA,NA
"ASV3227","Bacteria",NA,NA,NA,NA,NA,NA
"ASV3228","Bacteria","Planctomycetota","Planctomycetia",NA,NA,NA,NA
"ASV3229","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Pirellulaceae",NA,NA
"ASV3230","Bacteria","Gemmatimonadota","Gemmatimonadia","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas",NA
"ASV3231","Bacteria","Acidobacteriota","Acidobacteria_Gp4","Gp4",NA,NA,NA
"ASV3232","Bacteria",NA,NA,NA,NA,NA,NA
"ASV3233","Bacteria",NA,NA,NA,NA,NA,NA
"ASV3234","Bacteria","Acidobacteriota","Acidobacteria_Gp17","Gp17",NA,NA,NA
"ASV3235","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales",NA,NA,NA
"ASV3236","Bacteria","Pseudomonadota",NA,NA,NA,NA,NA
"ASV3237","Bacteria",NA,NA,NA,NA,NA,NA
"ASV3238","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","Acidobacteriaceae",NA,NA
"ASV3239","Bacteria","Gemmatimonadota","Gemmatimonadia","Gemmatimonadales","Gemmatimonadaceae",NA,NA
"ASV3240","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","Tepidisphaeraceae","Tepidisphaera",NA
"ASV3241","Bacteria","Bacillota","Bacilli","Caryophanales","Bacillaceae",NA,NA
"ASV3242","Bacteria","Pseudomonadota","Gammaproteobacteria","Xanthomonadales",NA,NA,NA
"ASV3243","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA
"ASV3244","Bacteria","Actinomycetota","Acidimicrobiia","Acidimicrobiales","Iamiaceae",NA,NA
"ASV3245","Bacteria","Bacteroidota",NA,NA,NA,NA,NA
"ASV3246","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"ASV3247","Bacteria","Acidobacteriota","Acidobacteria_Gp3","Gp3",NA,NA,NA
"ASV3248","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Microbacteriaceae","Agromyces","ulmi"
"ASV3249","Bacteria",NA,NA,NA,NA,NA,NA
"ASV3250","Bacteria","Actinomycetota",NA,NA,NA,NA,NA
"ASV3251","Bacteria","Gemmatimonadota","Gemmatimonadia","Gemmatimonadales","Gemmatimonadaceae",NA,NA
"ASV3252","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Lacipirellulaceae","Lacipirellula",NA
"ASV3253","Bacteria",NA,NA,NA,NA,NA,NA
"ASV3255","Bacteria","Planctomycetota",NA,NA,NA,NA,NA
"ASV3256","Bacteria","Pseudomonadota",NA,NA,NA,NA,NA
"ASV3257","Bacteria",NA,NA,NA,NA,NA,NA
"ASV3258","Bacteria","Pseudomonadota","Deltaproteobacteria","Myxococcales",NA,NA,NA
"ASV3259","Bacteria","Planctomycetota","Planctomycetia","Gemmatales","Gemmataceae","Fimbriiglobus",NA
"ASV3260","Bacteria","Actinomycetota","Thermoleophilia",NA,NA,NA,NA
"ASV3261","Bacteria","Acidobacteriota",NA,NA,NA,NA,NA
"ASV3262","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae",NA,NA
"ASV3263","Bacteria","Bacillota","Bacilli","Caryophanales","Bacillaceae","Domibacillus","robiginosus"
"ASV3264","Bacteria",NA,NA,NA,NA,NA,NA
"ASV3265","Bacteria","Gemmatimonadota","Gemmatimonadia","Gemmatimonadales","Gemmatimonadaceae",NA,NA
"ASV3266","Bacteria",NA,NA,NA,NA,NA,NA
"ASV3267","Bacteria","Actinomycetota","Actinobacteria","Streptosporangiales","Thermomonosporaceae","Actinocorallia",NA
"ASV3268","Bacteria",NA,NA,NA,NA,NA,NA
"ASV3269","Bacteria",NA,NA,NA,NA,NA,NA
"ASV3270","Bacteria",NA,NA,NA,NA,NA,NA
"ASV3271","Bacteria",NA,NA,NA,NA,NA,NA
"ASV3272","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","Tepidisphaeraceae","Tepidisphaera",NA
"ASV3273","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales",NA,NA,NA
"ASV3274","Bacteria",NA,NA,NA,NA,NA,NA
"ASV3275","Bacteria","Planctomycetota","Planctomycetia","Gemmatales","Gemmataceae","Zavarzinella",NA
"ASV3276","Bacteria",NA,NA,NA,NA,NA,NA
"ASV3277","Bacteria","Bacteroidota","Cytophagia","Cytophagales","Fulvivirgaceae",NA,NA
"ASV3278","Bacteria","Pseudomonadota","Deltaproteobacteria","Myxococcales","Sandaracinaceae","Sandaracinus",NA
"ASV3279","Bacteria",NA,NA,NA,NA,NA,NA
"ASV3280","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales",NA,NA,NA
"ASV3281","Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Nostocaceae",NA,NA
"ASV3282","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales",NA,NA,NA
"ASV3283","Bacteria","Acidobacteriota","Acidobacteria_Gp17","Gp17",NA,NA,NA
"ASV3284","Bacteria","Actinomycetota","Actinobacteria",NA,NA,NA,NA
"ASV3285","Bacteria","Acidobacteriota","Acidobacteria_Gp17","Gp17",NA,NA,NA
"ASV3286","Bacteria",NA,NA,NA,NA,NA,NA
"ASV3287","Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA
"ASV3288","Bacteria","Pseudomonadota","Deltaproteobacteria",NA,NA,NA,NA
"ASV3289","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Geminicoccaceae","Arboricoccus",NA
"ASV3290","Bacteria","Actinomycetota","Actinobacteria","Streptosporangiales",NA,NA,NA
"ASV3291","Bacteria","Pseudomonadota","Deltaproteobacteria","Myxococcales",NA,NA,NA
"ASV3292","Bacteria","Acidobacteriota","Acidobacteria_Gp1","Gp1",NA,NA,NA
"ASV3293","Bacteria","Acidobacteriota",NA,NA,NA,NA,NA
"ASV3294","Bacteria","Planctomycetota","Planctomycetia","Gemmatales","Gemmataceae",NA,NA
"ASV3295","Bacteria","Acidobacteriota","Acidobacteria_Gp1","Gp1",NA,NA,NA
"ASV3296","Bacteria",NA,NA,NA,NA,NA,NA
"ASV3297","Bacteria","Armatimonadota","Armatimonadetes_gp4",NA,NA,NA,NA
"ASV3298","Bacteria",NA,NA,NA,NA,NA,NA
"ASV3299","Bacteria","Pseudomonadota","Deltaproteobacteria","Myxococcales",NA,NA,NA
"ASV3300","Bacteria","Pseudomonadota","Betaproteobacteria",NA,NA,NA,NA
"ASV3301","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhizobiaceae",NA,NA
"ASV3302","Bacteria","Acidobacteriota","Acidobacteria_Gp3","Gp3",NA,NA,NA
"ASV3303","Bacteria","Planctomycetota","Planctomycetia","Gemmatales","Gemmataceae",NA,NA
"ASV3304","Bacteria","Acidobacteriota","Acidobacteria_Gp1","Gp1",NA,NA,NA
"ASV3305","Bacteria",NA,NA,NA,NA,NA,NA
"ASV3306","Bacteria","candidate_division_WPS-2",NA,NA,NA,NA,NA
"ASV3307","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides",NA
"ASV3308","Bacteria","Actinomycetota","Thermoleophilia","Solirubrobacterales",NA,NA,NA
"ASV3309","Bacteria","Actinomycetota","Actinobacteria","Mycobacteriales","Nocardiaceae","Nocardia",NA
"ASV3310","Bacteria","Actinomycetota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides",NA
"ASV3311","Bacteria","Pseudomonadota","Gammaproteobacteria","Legionellales","Coxiellaceae","Aquicella",NA
"ASV3312","Bacteria","Actinomycetota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella",NA
"ASV3313","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA,NA
"ASV3314","Bacteria","Planctomycetota","Phycisphaerae",NA,NA,NA,NA
"ASV3315","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales",NA,NA,NA
"ASV3316","Bacteria",NA,NA,NA,NA,NA,NA
"ASV3317","Bacteria","Acidobacteriota","Acidobacteria_Gp17","Gp17",NA,NA,NA
"ASV3318","Bacteria","Chloroflexota","Tepidiformia","Tepidiformales","Tepidiformaceae","Tepidiforma",NA
"ASV3319","Bacteria","Actinomycetota","Acidimicrobiia","Acidimicrobiales",NA,NA,NA
"ASV3320","Bacteria","Bacillota","Bacilli","Caryophanales","Bacillaceae",NA,NA
"ASV3321","Bacteria","Verrucomicrobiota","Subdivision3",NA,NA,NA,NA
"ASV3322","Bacteria","Planctomycetota","Planctomycetia",NA,NA,NA,NA
"ASV3323","Bacteria",NA,NA,NA,NA,NA,NA
"ASV3324","Bacteria",NA,NA,NA,NA,NA,NA
"ASV3325","Bacteria",NA,NA,NA,NA,NA,NA
"ASV3326","Bacteria","Acidobacteriota","Acidobacteria_Gp7","Gp7",NA,NA,NA
"ASV3327","Bacteria","Pseudomonadota","Deltaproteobacteria","Myxococcales",NA,NA,NA
"ASV3328","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales",NA,NA,NA
"ASV3329","Bacteria","Bacteroidota","Chitinophagia","Chitinophagales","Chitinophagaceae","Niastella",NA
"ASV3330","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Paraburkholderia",NA
"ASV3331","Bacteria","Bacillota","Clostridia","Eubacteriales","Lachnospiraceae","Anaerocolumna",NA
"ASV3332","Bacteria","Bacillota","Bacilli","Caryophanales","Paenibacillaceae","Ammoniphilus",NA
"ASV3333","Bacteria","Actinomycetota",NA,NA,NA,NA,NA
"ASV3334","Bacteria","Actinomycetota","Thermoleophilia","Gaiellales","Gaiellaceae","Gaiella",NA
"ASV3335","Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira",NA
"ASV3336","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","Lacipirellulaceae",NA,NA
"ASV3337","Bacteria","Pseudomonadota","Oligoflexia","Bacteriovoracales","Bacteriovoracaceae","Peredibacter",NA
"ASV3338","Bacteria","Pseudomonadota","Deltaproteobacteria","Myxococcales",NA,NA,NA
"ASV3339","Bacteria","Actinomycetota","Actinobacteria","Kineosporiales","Kineosporiaceae","Kineosporia",NA
"ASV3340","Bacteria","Acidobacteriota","Acidobacteria_Gp16","Gp16",NA,NA,NA
"ASV3341","Bacteria","Planctomycetota","Planctomycetia","Gemmatales","Gemmataceae",NA,NA
"ASV3342","Bacteria","Acidobacteriota","Acidobacteria_Gp2","Gp2",NA,NA,NA
"ASV3343","Bacteria","Gemmatimonadota","Gemmatimonadia","Gemmatimonadales","Gemmatimonadaceae",NA,NA
"ASV3344","Bacteria",NA,NA,NA,NA,NA,NA
"ASV3345","Bacteria","Armatimonadota","Armatimonadetes_gp4",NA,NA,NA,NA
"ASV3346","Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Nostocaceae",NA,NA
"ASV3347","Bacteria","Acidobacteriota","Acidobacteria_Gp7","Gp7",NA,NA,NA
"ASV3348","Bacteria","Acidobacteriota","Acidobacteria_Gp15","Gp15",NA,NA,NA
"ASV3349","Bacteria",NA,NA,NA,NA,NA,NA
"ASV3350","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales",NA,NA,NA
"ASV3351","Bacteria","Acidobacteriota","Acidobacteria_Gp4","Gp4",NA,NA,NA
"ASV3352","Bacteria","Pseudomonadota",NA,NA,NA,NA,NA
"ASV3353","Bacteria","Chloroflexota","Anaerolineae",NA,NA,NA,NA
"ASV3354","Bacteria","Acidobacteriota","Acidobacteria_Gp6","Gp6",NA,NA,NA
"ASV3355","Bacteria","Acidobacteriota","Acidobacteria_Gp10","Gp10",NA,NA,NA
"ASV3356","Bacteria","Planctomycetota","Planctomycetia","Gemmatales","Gemmataceae",NA,NA
"ASV3357","Bacteria",NA,NA,NA,NA,NA,NA
"ASV3358","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"ASV3359","Bacteria","Planctomycetota","Planctomycetia",NA,NA,NA,NA
"ASV3360","Bacteria","Bacteroidota","Chitinophagia","Chitinophagales","Chitinophagaceae","Parafilimonas",NA
"ASV3361","Bacteria","Actinomycetota",NA,NA,NA,NA,NA
"ASV3362","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales",NA,NA,NA
"ASV3363","Bacteria","Planctomycetota","Planctomycetia","Isosphaerales","Isosphaeraceae",NA,NA
"ASV3364","Bacteria","Actinomycetota","Actinobacteria","Micrococcales","Dermacoccaceae",NA,NA
"ASV3365","Bacteria","Acidobacteriota","Acidobacteria_Gp2","Gp2",NA,NA,NA
"ASV3366","Bacteria","Bacillota","Clostridia","Eubacteriales","Peptostreptococcaceae","Romboutsia",NA
"ASV3367","Bacteria","Actinomycetota",NA,NA,NA,NA,NA
"ASV3368","Bacteria","Gemmatimonadota","Gemmatimonadia","Gemmatimonadales","Gemmatimonadaceae",NA,NA
"ASV3369","Bacteria","Verrucomicrobiota",NA,NA,NA,NA,NA
"ASV3370","Bacteria","Gemmatimonadota","Gemmatimonadia","Gemmatimonadales","Gemmatimonadaceae","Roseisolibacter",NA
"ASV3371","Bacteria",NA,NA,NA,NA,NA,NA
"ASV3372","Bacteria","Bacteroidota","Chitinophagia","Chitinophagales","Chitinophagaceae",NA,NA
"ASV3373","Bacteria",NA,NA,NA,NA,NA,NA
"ASV3374","Bacteria","Planctomycetota","Planctomycetia",NA,NA,NA,NA
"ASV3375","Bacteria","Pseudomonadota","Deltaproteobacteria",NA,NA,NA,NA
"ASV3376","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Devosiaceae","Devosia",NA
"ASV3377","Bacteria",NA,NA,NA,NA,NA,NA
"ASV3378","Bacteria",NA,NA,NA,NA,NA,NA
"ASV3379","Bacteria",NA,NA,NA,NA,NA,NA
"ASV3380","Bacteria",NA,NA,NA,NA,NA,NA
"ASV3381","Bacteria",NA,NA,NA,NA,NA,NA
"ASV3382","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales",NA,NA,NA
"ASV3383","Bacteria","Actinomycetota","Acidimicrobiia","Acidimicrobiales","Iamiaceae","Rhabdothermincola",NA
"ASV3384","Bacteria","Bacillota","Bacilli","Caryophanales","Alicyclobacillaceae","Tumebacillus",NA
"ASV3385","Bacteria","Planctomycetota","Planctomycetia",NA,NA,NA,NA
"ASV3386","Bacteria","Pseudomonadota","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella",NA
